RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
526.0,949.0,122.0,167.0,6.0,22.0,7.0,64.0,23.0,1
5566.0,1209.0,21.0,66.0,71.0,16.0,1576.0,63.0,16.0,1
5094.0,511.0,21.0,66.0,166.0,4.0,7.0,64.0,4.0,1
319.0,261.0,21.0,72.0,447.0,59.0,85.0,28.0,65.0,1
3811.0,1163.0,75.0,97.0,128.0,22.0,190.0,64.0,23.0,1
2466.0,1586.0,21.0,72.0,273.0,22.0,7.0,64.0,23.0,1
6934.0,1495.0,21.0,36.0,183.0,172.0,77.0,44.0,181.0,1
477.0,1990.0,51.0,60.0,86.0,61.0,2172.0,65.0,67.0,0
395.0,2102.0,21.0,64.0,336.0,47.0,7.0,64.0,51.0,1
314.0,616.0,21.0,68.0,126.0,4.0,7.0,64.0,4.0,1
3251.0,419.0,21.0,66.0,384.0,40.0,2346.0,66.0,44.0,1
247.0,216.0,21.0,74.0,6.0,4.0,7.0,64.0,4.0,1
2132.0,1773.0,78.0,103.0,94.0,78.0,2164.0,24.0,85.0,1
3157.0,2282.0,21.0,21.0,45.0,120.0,7.0,64.0,129.0,1
567.0,1761.0,21.0,66.0,220.0,115.0,2267.0,22.0,124.0,1
6726.0,886.0,21.0,68.0,70.0,4.0,1901.0,64.0,4.0,1
1987.0,765.0,21.0,68.0,261.0,124.0,1963.0,14.0,133.0,1
165.0,404.0,21.0,64.0,245.0,72.0,1295.0,0.0,79.0,1
1836.0,3148.0,21.0,22.0,125.0,56.0,2338.0,13.0,60.0,1
2910.0,3528.0,29.0,30.0,13.0,0.0,2.0,3.0,0.0,1
3807.0,1482.0,21.0,58.0,41.0,120.0,182.0,64.0,129.0,1
6555.0,1757.0,21.0,58.0,219.0,22.0,7.0,64.0,23.0,1
2355.0,2888.0,21.0,72.0,273.0,17.0,1707.0,64.0,18.0,1
2431.0,1931.0,21.0,68.0,158.0,4.0,7.0,64.0,4.0,1
5566.0,170.0,21.0,66.0,193.0,46.0,2143.0,66.0,50.0,1
3643.0,833.0,86.0,114.0,426.0,124.0,2243.0,14.0,133.0,0
6945.0,2052.0,21.0,21.0,45.0,4.0,1901.0,64.0,4.0,1
4686.0,972.0,21.0,64.0,184.0,75.0,739.0,14.0,82.0,1
1411.0,1301.0,21.0,66.0,166.0,22.0,7.0,64.0,23.0,1
763.0,1898.0,21.0,68.0,263.0,22.0,7.0,64.0,23.0,1
314.0,36.0,21.0,72.0,210.0,47.0,1901.0,64.0,51.0,1
231.0,512.0,21.0,68.0,70.0,4.0,7.0,64.0,4.0,1
1040.0,2106.0,7.0,5.0,13.0,36.0,2199.0,3.0,40.0,1
2365.0,2644.0,21.0,66.0,41.0,38.0,2280.0,22.0,42.0,1
4374.0,2735.0,21.0,66.0,354.0,38.0,324.0,22.0,42.0,1
5576.0,81.0,21.0,66.0,73.0,147.0,1405.0,42.0,157.0,1
1987.0,3380.0,21.0,68.0,410.0,47.0,226.0,64.0,51.0,1
575.0,1757.0,21.0,58.0,219.0,4.0,7.0,64.0,4.0,1
2910.0,3516.0,24.0,37.0,19.0,1.0,8.0,5.0,1.0,1
1376.0,180.0,21.0,21.0,142.0,294.0,851.0,22.0,302.0,1
3360.0,1231.0,21.0,71.0,258.0,4.0,7.0,64.0,4.0,1
941.0,1825.0,21.0,64.0,336.0,22.0,7.0,64.0,23.0,1
2391.0,1.0,21.0,72.0,210.0,40.0,271.0,66.0,44.0,1
3339.0,1080.0,21.0,58.0,52.0,4.0,1901.0,64.0,4.0,1
2498.0,1633.0,11.0,9.0,19.0,0.0,3.0,3.0,0.0,1
898.0,3427.0,34.0,39.0,18.0,36.0,243.0,3.0,40.0,1
1407.0,467.0,21.0,64.0,87.0,60.0,2250.0,8.0,66.0,0
1188.0,1870.0,21.0,36.0,212.0,92.0,2346.0,14.0,100.0,1
1329.0,685.0,103.0,143.0,203.0,22.0,7.0,64.0,23.0,1
4736.0,2625.0,21.0,64.0,316.0,4.0,1901.0,64.0,4.0,1
1159.0,95.0,21.0,66.0,253.0,38.0,2280.0,22.0,42.0,1
2925.0,43.0,49.0,56.0,14.0,1.0,8.0,5.0,1.0,1
1552.0,3098.0,21.0,64.0,39.0,60.0,2286.0,8.0,66.0,0
62.0,1453.0,21.0,58.0,162.0,16.0,2143.0,63.0,16.0,1
4623.0,2549.0,54.0,75.0,338.0,39.0,2150.0,4.0,43.0,1
6218.0,4165.0,48.0,55.0,119.0,56.0,2338.0,13.0,60.0,1
5545.0,2306.0,21.0,36.0,151.0,40.0,2143.0,66.0,44.0,1
2391.0,1493.0,21.0,66.0,264.0,132.0,477.0,20.0,141.0,1
4252.0,608.0,21.0,68.0,360.0,46.0,2143.0,66.0,50.0,1
1060.0,839.0,21.0,68.0,158.0,75.0,739.0,14.0,82.0,1
3136.0,1102.0,3.0,34.0,33.0,22.0,7.0,64.0,23.0,0
314.0,875.0,21.0,58.0,52.0,22.0,54.0,64.0,23.0,1
4790.0,1111.0,21.0,58.0,225.0,163.0,1066.0,39.0,172.0,1
949.0,1062.0,21.0,68.0,172.0,22.0,7.0,64.0,23.0,1
2491.0,2360.0,21.0,68.0,263.0,22.0,7.0,64.0,23.0,1
417.0,228.0,55.0,69.0,13.0,68.0,1541.0,31.0,75.0,1
651.0,749.0,21.0,68.0,118.0,103.0,2326.0,14.0,111.0,1
4120.0,95.0,21.0,66.0,220.0,38.0,714.0,22.0,42.0,1
5566.0,160.0,21.0,58.0,301.0,11.0,167.0,5.0,11.0,1
630.0,57.0,21.0,68.0,59.0,22.0,7.0,64.0,23.0,1
623.0,1705.0,21.0,68.0,373.0,46.0,2143.0,66.0,50.0,0
7034.0,2510.0,54.0,65.0,208.0,4.0,1464.0,64.0,4.0,1
6848.0,282.0,21.0,21.0,68.0,31.0,765.0,19.0,35.0,1
11.0,1965.0,14.0,12.0,104.0,70.0,120.0,4.0,77.0,1
4559.0,122.0,21.0,68.0,263.0,4.0,7.0,64.0,4.0,1
2031.0,298.0,43.0,50.0,86.0,6.0,760.0,65.0,5.0,1
3507.0,681.0,21.0,68.0,51.0,164.0,1836.0,13.0,173.0,1
2047.0,2869.0,63.0,83.0,181.0,4.0,7.0,64.0,4.0,1
3034.0,368.0,21.0,68.0,93.0,4.0,7.0,64.0,4.0,1
879.0,99.0,21.0,66.0,166.0,4.0,7.0,64.0,4.0,1
311.0,746.0,21.0,68.0,118.0,57.0,2299.0,14.0,62.0,1
4729.0,986.0,21.0,68.0,59.0,4.0,7.0,64.0,4.0,1
2390.0,2873.0,21.0,66.0,384.0,47.0,226.0,64.0,51.0,1
174.0,385.0,21.0,64.0,202.0,184.0,1218.0,11.0,194.0,1
7145.0,2855.0,21.0,36.0,300.0,26.0,2093.0,13.0,27.0,1
858.0,1353.0,15.0,16.0,19.0,1.0,8.0,5.0,1.0,1
3031.0,2876.0,21.0,74.0,286.0,155.0,7.0,26.0,164.0,1
3656.0,206.0,80.0,105.0,13.0,68.0,788.0,31.0,75.0,1
2898.0,2170.0,37.0,43.0,19.0,0.0,211.0,3.0,0.0,1
5299.0,500.0,98.0,139.0,51.0,26.0,2093.0,13.0,27.0,0
1678.0,3229.0,77.0,102.0,299.0,269.0,2238.0,17.0,32.0,1
674.0,119.0,48.0,55.0,52.0,4.0,757.0,64.0,4.0,1
4936.0,515.0,21.0,71.0,258.0,209.0,913.0,26.0,219.0,1
2163.0,359.0,21.0,72.0,273.0,22.0,54.0,64.0,23.0,1
3044.0,1118.0,21.0,71.0,99.0,44.0,1889.0,15.0,48.0,1
2340.0,3198.0,21.0,66.0,220.0,38.0,2280.0,22.0,42.0,1
845.0,1446.0,73.0,95.0,18.0,187.0,730.0,37.0,197.0,0
100.0,233.0,38.0,44.0,18.0,36.0,409.0,3.0,40.0,0
2850.0,3556.0,33.0,38.0,13.0,0.0,32.0,3.0,0.0,0
6135.0,3610.0,3.0,34.0,28.0,237.0,517.0,15.0,247.0,1
5567.0,1483.0,21.0,68.0,158.0,75.0,739.0,14.0,82.0,1
811.0,3106.0,21.0,21.0,102.0,26.0,2237.0,13.0,27.0,1
6149.0,1240.0,3.0,34.0,99.0,22.0,7.0,64.0,23.0,1
2845.0,51.0,35.0,40.0,17.0,1.0,8.0,5.0,1.0,1
4936.0,844.0,86.0,114.0,207.0,146.0,1678.0,14.0,156.0,1
884.0,363.0,48.0,55.0,93.0,4.0,7.0,64.0,4.0,1
1454.0,3617.0,21.0,71.0,88.0,256.0,1394.0,52.0,265.0,1
6699.0,1150.0,21.0,58.0,219.0,22.0,1901.0,64.0,23.0,1
194.0,1095.0,9.0,7.0,362.0,22.0,7.0,64.0,23.0,1
3507.0,1149.0,21.0,64.0,139.0,37.0,1802.0,21.0,41.0,1
3013.0,1125.0,1.0,19.0,289.0,46.0,2282.0,66.0,50.0,1
1454.0,2519.0,54.0,75.0,298.0,4.0,603.0,64.0,4.0,1
130.0,2408.0,21.0,64.0,138.0,54.0,80.0,22.0,58.0,1
2047.0,1777.0,21.0,36.0,95.0,32.0,2313.0,9.0,36.0,1
194.0,4159.0,65.0,152.0,111.0,22.0,397.0,64.0,23.0,1
2309.0,62.0,21.0,64.0,138.0,44.0,599.0,15.0,48.0,1
1438.0,547.0,21.0,64.0,62.0,11.0,2313.0,5.0,11.0,1
3506.0,1911.0,21.0,64.0,87.0,340.0,708.0,9.0,24.0,1
6150.0,3033.0,21.0,64.0,296.0,103.0,759.0,14.0,111.0,1
3887.0,1703.0,21.0,64.0,8.0,22.0,7.0,64.0,23.0,1
6263.0,75.0,21.0,64.0,316.0,46.0,2143.0,66.0,50.0,1
3389.0,3268.0,21.0,68.0,111.0,47.0,228.0,64.0,51.0,1
112.0,1060.0,21.0,68.0,70.0,4.0,1901.0,64.0,4.0,1
3507.0,2853.0,72.0,93.0,87.0,42.0,2250.0,8.0,46.0,1
6077.0,1986.0,21.0,71.0,72.0,22.0,7.0,64.0,23.0,0
6443.0,2848.0,21.0,21.0,117.0,22.0,7.0,64.0,23.0,1
3210.0,143.0,3.0,34.0,61.0,233.0,1184.0,31.0,243.0,1
4880.0,2426.0,117.0,165.0,218.0,22.0,7.0,64.0,23.0,1
126.0,1740.0,21.0,66.0,193.0,119.0,1899.0,13.0,128.0,1
5334.0,507.0,21.0,71.0,189.0,4.0,7.0,64.0,4.0,1
1859.0,2016.0,21.0,68.0,158.0,340.0,2211.0,9.0,24.0,1
7329.0,2643.0,21.0,66.0,41.0,22.0,7.0,64.0,23.0,1
3094.0,3448.0,21.0,66.0,67.0,44.0,399.0,15.0,48.0,1
4862.0,854.0,65.0,125.0,88.0,314.0,2113.0,33.0,324.0,1
1411.0,95.0,21.0,66.0,253.0,196.0,324.0,22.0,206.0,1
3147.0,340.0,77.0,102.0,213.0,8.0,2311.0,5.0,8.0,1
2704.0,3199.0,7.0,42.0,13.0,36.0,2199.0,3.0,40.0,1
2475.0,1110.0,21.0,64.0,46.0,23.0,48.0,11.0,25.0,1
3506.0,529.0,21.0,64.0,62.0,11.0,21.0,5.0,11.0,1
848.0,2602.0,22.0,23.0,14.0,1.0,8.0,5.0,1.0,1
3490.0,2996.0,3.0,34.0,405.0,22.0,7.0,64.0,23.0,1
5065.0,1926.0,21.0,58.0,329.0,11.0,167.0,5.0,11.0,1
3507.0,746.0,21.0,68.0,158.0,103.0,2264.0,14.0,111.0,1
2542.0,4114.0,21.0,66.0,193.0,56.0,1076.0,13.0,60.0,1
2537.0,2792.0,3.0,34.0,33.0,4.0,7.0,64.0,4.0,0
2142.0,1365.0,69.0,89.0,19.0,36.0,221.0,3.0,40.0,1
3938.0,3999.0,33.0,38.0,13.0,1.0,32.0,5.0,1.0,1
5082.0,1138.0,55.0,69.0,289.0,251.0,391.0,66.0,260.0,1
2567.0,1826.0,21.0,64.0,138.0,22.0,54.0,64.0,23.0,1
1107.0,370.0,21.0,58.0,219.0,22.0,54.0,64.0,23.0,1
3375.0,194.0,21.0,68.0,70.0,4.0,7.0,64.0,4.0,1
1112.0,4132.0,21.0,68.0,158.0,75.0,739.0,14.0,82.0,1
7516.0,671.0,21.0,68.0,263.0,4.0,7.0,64.0,4.0,1
79.0,4132.0,21.0,68.0,158.0,75.0,739.0,14.0,82.0,1
651.0,4104.0,16.0,14.0,13.0,36.0,191.0,3.0,40.0,1
474.0,3024.0,21.0,72.0,175.0,4.0,7.0,64.0,4.0,1
722.0,925.0,21.0,36.0,106.0,16.0,1459.0,63.0,16.0,1
13.0,270.0,9.0,7.0,138.0,235.0,2258.0,1.0,245.0,1
7289.0,2643.0,21.0,66.0,41.0,22.0,7.0,64.0,23.0,1
6499.0,649.0,43.0,50.0,81.0,37.0,1732.0,21.0,41.0,0
2868.0,3285.0,42.0,49.0,13.0,315.0,721.0,5.0,6.0,1
5205.0,3076.0,21.0,107.0,236.0,61.0,2146.0,65.0,67.0,1
4936.0,409.0,21.0,71.0,208.0,4.0,7.0,64.0,4.0,1
3939.0,2965.0,33.0,38.0,13.0,0.0,2268.0,3.0,0.0,1
194.0,1056.0,21.0,64.0,46.0,11.0,21.0,5.0,11.0,1
3136.0,1918.0,21.0,36.0,284.0,96.0,1459.0,63.0,104.0,1
4067.0,3619.0,21.0,22.0,7.0,56.0,1668.0,13.0,60.0,1
314.0,1141.0,21.0,58.0,401.0,22.0,1162.0,64.0,23.0,1
975.0,1385.0,17.0,15.0,13.0,1.0,8.0,5.0,1.0,1
1210.0,161.0,21.0,58.0,301.0,65.0,288.0,30.0,72.0,1
1551.0,3000.0,21.0,74.0,174.0,11.0,21.0,5.0,11.0,1
1949.0,119.0,48.0,55.0,52.0,4.0,757.0,64.0,4.0,1
5974.0,1898.0,21.0,68.0,263.0,22.0,7.0,64.0,23.0,1
236.0,2745.0,104.0,144.0,20.0,337.0,2146.0,65.0,71.0,1
3506.0,1097.0,21.0,68.0,84.0,105.0,401.0,14.0,113.0,0
1911.0,914.0,21.0,74.0,91.0,45.0,75.0,26.0,49.0,1
651.0,1875.0,21.0,64.0,107.0,340.0,490.0,9.0,24.0,1
319.0,370.0,21.0,58.0,219.0,4.0,1901.0,64.0,4.0,1
1346.0,357.0,21.0,68.0,93.0,22.0,7.0,64.0,23.0,1
5065.0,929.0,21.0,74.0,158.0,112.0,841.0,26.0,121.0,1
326.0,1365.0,69.0,89.0,19.0,0.0,4.0,3.0,0.0,0
647.0,344.0,72.0,93.0,51.0,26.0,1027.0,13.0,27.0,1
1970.0,2201.0,37.0,43.0,104.0,160.0,2275.0,4.0,169.0,1
1452.0,797.0,21.0,64.0,168.0,27.0,2238.0,14.0,28.0,1
2276.0,326.0,72.0,93.0,62.0,103.0,1747.0,14.0,111.0,1
4319.0,538.0,21.0,74.0,131.0,4.0,1901.0,64.0,4.0,1
3032.0,1994.0,81.0,108.0,20.0,6.0,618.0,65.0,5.0,1
853.0,1377.0,14.0,46.0,14.0,0.0,3.0,3.0,0.0,1
4623.0,615.0,54.0,65.0,380.0,37.0,447.0,21.0,41.0,1
194.0,1117.0,21.0,58.0,171.0,21.0,1402.0,7.0,22.0,1
3616.0,941.0,15.0,13.0,18.0,70.0,325.0,4.0,77.0,1
2942.0,3599.0,8.0,6.0,15.0,2.0,4.0,5.0,2.0,1
311.0,430.0,21.0,36.0,267.0,96.0,1459.0,63.0,104.0,1
2391.0,66.0,70.0,100.0,237.0,18.0,1575.0,65.0,19.0,1
6016.0,743.0,21.0,64.0,62.0,20.0,43.0,8.0,21.0,1
5065.0,547.0,21.0,64.0,62.0,60.0,2250.0,8.0,66.0,1
194.0,963.0,21.0,72.0,273.0,4.0,7.0,64.0,4.0,1
4111.0,1704.0,21.0,68.0,51.0,164.0,1836.0,13.0,173.0,1
3042.0,1906.0,3.0,34.0,33.0,17.0,39.0,64.0,18.0,1
2107.0,3326.0,9.0,7.0,69.0,129.0,2053.0,13.0,138.0,1
2163.0,154.0,21.0,22.0,103.0,49.0,1308.0,4.0,53.0,0
194.0,3621.0,21.0,66.0,67.0,28.0,399.0,15.0,29.0,1
1987.0,459.0,21.0,64.0,87.0,11.0,21.0,5.0,11.0,0
194.0,2900.0,21.0,66.0,50.0,22.0,7.0,64.0,23.0,1
167.0,442.0,61.0,79.0,26.0,9.0,19.0,63.0,9.0,1
3036.0,3444.0,21.0,71.0,173.0,21.0,1402.0,7.0,22.0,1
182.0,1008.0,21.0,68.0,111.0,22.0,7.0,64.0,23.0,1
1832.0,118.0,21.0,21.0,117.0,4.0,1901.0,64.0,4.0,1
3760.0,2714.0,21.0,21.0,278.0,87.0,597.0,64.0,95.0,1
1110.0,4114.0,21.0,66.0,193.0,56.0,1516.0,13.0,60.0,1
2649.0,1878.0,21.0,66.0,73.0,11.0,21.0,5.0,11.0,1
5757.0,4165.0,48.0,55.0,119.0,56.0,2273.0,13.0,60.0,1
1987.0,17.0,21.0,58.0,280.0,22.0,7.0,64.0,23.0,1
918.0,1126.0,21.0,58.0,143.0,157.0,162.0,30.0,166.0,1
3199.0,2360.0,21.0,68.0,263.0,22.0,7.0,64.0,23.0,1
3041.0,621.0,21.0,71.0,258.0,46.0,2143.0,66.0,50.0,1
1329.0,918.0,21.0,64.0,333.0,4.0,7.0,64.0,4.0,1
4881.0,1174.0,21.0,71.0,99.0,22.0,7.0,64.0,23.0,1
4685.0,1562.0,21.0,21.0,45.0,47.0,7.0,64.0,51.0,1
1164.0,987.0,21.0,68.0,59.0,47.0,7.0,64.0,51.0,1
182.0,854.0,65.0,125.0,88.0,314.0,2113.0,33.0,324.0,1
4936.0,1289.0,21.0,71.0,173.0,21.0,1402.0,7.0,22.0,1
4202.0,62.0,21.0,64.0,138.0,44.0,599.0,15.0,48.0,1
6243.0,589.0,21.0,68.0,226.0,123.0,2100.0,28.0,132.0,1
326.0,1580.0,17.0,15.0,13.0,3.0,5.0,3.0,3.0,1
6417.0,1547.0,21.0,36.0,128.0,47.0,166.0,64.0,51.0,1
879.0,3318.0,33.0,38.0,13.0,0.0,161.0,3.0,0.0,1
1346.0,2162.0,21.0,68.0,422.0,96.0,1459.0,63.0,104.0,1
194.0,511.0,21.0,66.0,166.0,22.0,7.0,64.0,23.0,1
4311.0,3912.0,11.0,48.0,83.0,315.0,321.0,5.0,6.0,1
257.0,3380.0,21.0,68.0,410.0,4.0,7.0,64.0,4.0,1
7492.0,732.0,21.0,64.0,62.0,107.0,1774.0,14.0,116.0,1
5566.0,3583.0,21.0,64.0,22.0,315.0,653.0,5.0,6.0,1
57.0,636.0,21.0,64.0,138.0,22.0,1901.0,64.0,23.0,1
651.0,1557.0,21.0,58.0,187.0,78.0,700.0,24.0,85.0,1
2400.0,3116.0,21.0,36.0,207.0,146.0,497.0,14.0,156.0,1
314.0,110.0,21.0,21.0,117.0,24.0,49.0,5.0,34.0,1
915.0,1732.0,21.0,22.0,254.0,255.0,1098.0,41.0,264.0,1
3261.0,1697.0,21.0,64.0,123.0,22.0,7.0,64.0,23.0,1
6264.0,1651.0,21.0,36.0,300.0,56.0,376.0,13.0,60.0,1
512.0,221.0,21.0,66.0,256.0,4.0,2178.0,64.0,4.0,0
3248.0,1971.0,10.0,8.0,104.0,51.0,131.0,4.0,55.0,1
161.0,1645.0,21.0,22.0,7.0,26.0,726.0,13.0,27.0,1
182.0,1145.0,21.0,74.0,91.0,46.0,2143.0,66.0,50.0,1
6415.0,2295.0,21.0,22.0,4.0,210.0,1968.0,2.0,220.0,1
5400.0,4233.0,44.0,52.0,23.0,1.0,3.0,5.0,1.0,1
879.0,258.0,21.0,58.0,61.0,68.0,780.0,31.0,75.0,1
2543.0,123.0,21.0,36.0,189.0,22.0,7.0,64.0,23.0,1
6063.0,2886.0,21.0,68.0,70.0,340.0,2211.0,9.0,24.0,1
2777.0,746.0,21.0,68.0,118.0,52.0,1867.0,14.0,56.0,1
5229.0,982.0,21.0,66.0,42.0,38.0,2280.0,22.0,42.0,1
155.0,130.0,21.0,64.0,232.0,22.0,7.0,64.0,23.0,1
651.0,569.0,21.0,64.0,39.0,92.0,2035.0,14.0,100.0,1
5566.0,1472.0,21.0,71.0,269.0,108.0,281.0,39.0,117.0,1
2845.0,3556.0,33.0,38.0,13.0,0.0,32.0,3.0,0.0,0
3047.0,1141.0,21.0,68.0,111.0,4.0,7.0,64.0,4.0,1
7492.0,1314.0,21.0,64.0,168.0,53.0,1120.0,14.0,57.0,1
1088.0,1825.0,21.0,64.0,336.0,4.0,7.0,64.0,4.0,1
3084.0,1125.0,1.0,19.0,289.0,251.0,391.0,66.0,260.0,1
2992.0,1198.0,51.0,113.0,86.0,61.0,2172.0,65.0,67.0,1
1329.0,571.0,21.0,68.0,180.0,37.0,2311.0,21.0,41.0,1
3344.0,814.0,21.0,71.0,339.0,105.0,432.0,14.0,113.0,1
417.0,217.0,34.0,39.0,392.0,233.0,879.0,31.0,243.0,1
1203.0,1215.0,21.0,36.0,27.0,11.0,167.0,5.0,11.0,0
1095.0,550.0,21.0,36.0,128.0,22.0,1901.0,64.0,23.0,1
1312.0,1085.0,21.0,58.0,205.0,65.0,822.0,30.0,72.0,1
2378.0,670.0,21.0,68.0,111.0,19.0,7.0,64.0,20.0,1
4708.0,3617.0,21.0,71.0,88.0,11.0,21.0,5.0,11.0,1
2391.0,3267.0,103.0,143.0,200.0,132.0,1746.0,20.0,141.0,1
1463.0,2247.0,3.0,34.0,40.0,47.0,166.0,64.0,51.0,1
5065.0,1792.0,21.0,58.0,280.0,22.0,7.0,64.0,23.0,1
1339.0,60.0,21.0,68.0,232.0,174.0,281.0,39.0,183.0,1
5631.0,2218.0,48.0,55.0,59.0,129.0,1201.0,13.0,138.0,1
1023.0,458.0,77.0,102.0,26.0,9.0,20.0,63.0,9.0,1
167.0,640.0,70.0,100.0,136.0,78.0,1827.0,24.0,85.0,1
331.0,672.0,21.0,58.0,219.0,40.0,2143.0,66.0,44.0,1
4568.0,613.0,21.0,64.0,82.0,27.0,1123.0,14.0,28.0,1
5566.0,3006.0,21.0,72.0,175.0,47.0,7.0,64.0,51.0,1
2047.0,747.0,21.0,68.0,190.0,75.0,739.0,14.0,82.0,1
2388.0,915.0,21.0,64.0,247.0,47.0,348.0,64.0,51.0,1
2111.0,531.0,21.0,68.0,206.0,24.0,530.0,5.0,34.0,1
1042.0,1911.0,21.0,64.0,87.0,340.0,708.0,9.0,24.0,1
1713.0,3859.0,22.0,23.0,18.0,187.0,730.0,37.0,197.0,1
2142.0,2170.0,37.0,43.0,19.0,0.0,3.0,3.0,0.0,1
1751.0,311.0,21.0,64.0,307.0,4.0,7.0,64.0,4.0,1
551.0,1142.0,21.0,64.0,101.0,22.0,7.0,64.0,23.0,1
722.0,740.0,21.0,64.0,107.0,52.0,1798.0,14.0,56.0,1
6196.0,645.0,21.0,58.0,186.0,22.0,54.0,64.0,23.0,0
2862.0,63.0,21.0,64.0,232.0,22.0,7.0,64.0,23.0,1
2791.0,2617.0,21.0,66.0,41.0,38.0,324.0,22.0,42.0,1
1446.0,1721.0,53.0,63.0,254.0,194.0,1145.0,41.0,204.0,1
39.0,62.0,21.0,64.0,232.0,44.0,599.0,15.0,48.0,1
5103.0,1143.0,21.0,64.0,139.0,4.0,7.0,64.0,4.0,1
4070.0,295.0,70.0,90.0,100.0,337.0,2146.0,65.0,71.0,1
3490.0,1703.0,21.0,64.0,8.0,22.0,7.0,64.0,23.0,0
647.0,802.0,48.0,55.0,312.0,107.0,1813.0,14.0,116.0,1
4608.0,3607.0,21.0,71.0,99.0,4.0,7.0,64.0,4.0,1
3939.0,2917.0,33.0,38.0,13.0,0.0,2268.0,3.0,0.0,1
5437.0,2505.0,48.0,80.0,15.0,0.0,4.0,3.0,0.0,1
1987.0,1836.0,21.0,64.0,153.0,106.0,2165.0,61.0,115.0,1
674.0,2744.0,21.0,107.0,236.0,61.0,109.0,65.0,67.0,1
784.0,62.0,21.0,64.0,138.0,235.0,2258.0,1.0,245.0,1
5035.0,121.0,21.0,21.0,117.0,28.0,599.0,15.0,29.0,1
4790.0,380.0,21.0,58.0,225.0,140.0,640.0,1.0,150.0,1
41.0,988.0,21.0,68.0,59.0,108.0,1540.0,39.0,117.0,1
2514.0,2321.0,15.0,13.0,157.0,315.0,36.0,5.0,6.0,1
3974.0,1756.0,3.0,34.0,33.0,4.0,7.0,64.0,4.0,1
1237.0,3380.0,21.0,68.0,410.0,47.0,226.0,64.0,51.0,1
7238.0,3149.0,21.0,64.0,8.0,340.0,1649.0,9.0,24.0,1
3416.0,63.0,21.0,64.0,232.0,47.0,1156.0,64.0,51.0,1
1042.0,2112.0,21.0,58.0,197.0,56.0,725.0,13.0,60.0,1
6990.0,3149.0,21.0,64.0,8.0,22.0,7.0,64.0,23.0,1
2862.0,2929.0,7.0,5.0,13.0,3.0,323.0,3.0,3.0,1
301.0,2476.0,21.0,72.0,55.0,22.0,7.0,64.0,23.0,1
4987.0,3743.0,40.0,59.0,15.0,0.0,4.0,3.0,0.0,1
3032.0,607.0,61.0,79.0,20.0,6.0,885.0,65.0,5.0,1
192.0,1555.0,21.0,74.0,60.0,140.0,1430.0,1.0,150.0,1
722.0,3525.0,21.0,74.0,209.0,83.0,1752.0,21.0,91.0,1
238.0,71.0,21.0,64.0,316.0,22.0,1901.0,64.0,23.0,1
5668.0,967.0,21.0,71.0,53.0,120.0,499.0,64.0,129.0,1
2492.0,1649.0,43.0,50.0,348.0,6.0,2321.0,65.0,5.0,0
3802.0,309.0,70.0,90.0,20.0,18.0,509.0,65.0,19.0,0
1309.0,3476.0,59.0,78.0,48.0,315.0,1260.0,5.0,6.0,1
2598.0,2631.0,48.0,80.0,15.0,3.0,4.0,3.0,3.0,1
2073.0,2733.0,72.0,93.0,115.0,55.0,2290.0,13.0,59.0,1
194.0,4070.0,21.0,64.0,137.0,47.0,1033.0,64.0,51.0,1
6594.0,532.0,21.0,21.0,54.0,86.0,2313.0,9.0,94.0,1
3398.0,1134.0,1.0,19.0,289.0,40.0,1776.0,66.0,44.0,1
3149.0,1712.0,21.0,36.0,207.0,146.0,1871.0,14.0,156.0,1
5578.0,1114.0,21.0,71.0,116.0,22.0,7.0,64.0,23.0,1
1482.0,235.0,14.0,46.0,18.0,36.0,409.0,3.0,40.0,1
3819.0,2253.0,21.0,58.0,165.0,137.0,674.0,24.0,147.0,1
1051.0,4132.0,21.0,68.0,158.0,75.0,739.0,14.0,82.0,1
385.0,279.0,21.0,21.0,409.0,24.0,49.0,5.0,34.0,1
1450.0,1811.0,21.0,58.0,143.0,65.0,889.0,30.0,72.0,1
3429.0,890.0,21.0,72.0,210.0,4.0,7.0,64.0,4.0,1
5884.0,121.0,21.0,21.0,117.0,28.0,599.0,15.0,29.0,1
881.0,3043.0,21.0,36.0,214.0,41.0,374.0,24.0,45.0,0
3702.0,1876.0,21.0,64.0,377.0,52.0,1119.0,14.0,56.0,1
4049.0,3453.0,9.0,35.0,20.0,331.0,1626.0,65.0,64.0,1
5369.0,2202.0,46.0,53.0,15.0,14.0,33.0,5.0,14.0,1
4352.0,1838.0,21.0,58.0,52.0,11.0,2177.0,5.0,11.0,1
1413.0,267.0,21.0,21.0,142.0,178.0,667.0,28.0,188.0,1
5211.0,1825.0,21.0,64.0,336.0,4.0,7.0,64.0,4.0,1
327.0,2133.0,36.0,41.0,23.0,3.0,526.0,3.0,3.0,1
3969.0,1114.0,21.0,71.0,116.0,22.0,7.0,64.0,23.0,1
4313.0,62.0,21.0,64.0,138.0,44.0,599.0,15.0,48.0,1
4972.0,574.0,21.0,58.0,52.0,22.0,7.0,64.0,23.0,1
6622.0,3747.0,21.0,36.0,48.0,180.0,133.0,34.0,190.0,1
